"c","Year","capacity_scenario","kwh_veh"
"Spain",2042,"High Capacity",90
"Sweden",2042,"Baseline",74.1467913472337
"Sweden",2042,"Low Capacity",45
"Sweden",2042,"High Capacity",90
"Switzerland",2042,"Baseline",71.2739332558526
"Switzerland",2042,"Low Capacity",45
"Switzerland",2042,"High Capacity",90
"Thailand",2042,"Baseline",59.1096653187645
"Thailand",2042,"Low Capacity",45
"Thailand",2042,"High Capacity",90
"Turkey",2042,"Baseline",69.232699754363
"Turkey",2042,"Low Capacity",45
"Turkey",2042,"High Capacity",90
"United Arab Emirates",2042,"Baseline",82.3589372266225
"United Arab Emirates",2042,"Low Capacity",45
"United Arab Emirates",2042,"High Capacity",90
"United Kingdom",2042,"Baseline",70.6342010422866
"United Kingdom",2042,"Low Capacity",45
"United Kingdom",2042,"High Capacity",90
"United States",2042,"Baseline",87.0557473819442
"United States",2042,"Low Capacity",45
"United States",2042,"High Capacity",90
"Uruguay",2042,"Baseline",53.4092373424482
"Uruguay",2042,"Low Capacity",45
"Uruguay",2042,"High Capacity",90
"Venezuela",2042,"Baseline",62.65970280846
"Venezuela",2042,"Low Capacity",45
"Venezuela",2042,"High Capacity",90
"Vietnam",2042,"Baseline",52.3028665707267
"Vietnam",2042,"Low Capacity",45
"Vietnam",2042,"High Capacity",90
"Western Europe non EU",2042,"Baseline",71.0232039131764
"Western Europe non EU",2042,"Low Capacity",45
"Western Europe non EU",2042,"High Capacity",90
"Algeria",2043,"Baseline",76.9666666666667
"Algeria",2043,"Low Capacity",45
"Algeria",2043,"High Capacity",90
"Argentina",2043,"Baseline",44.7060941828255
"Argentina",2043,"Low Capacity",45
"Argentina",2043,"High Capacity",90
"Australia",2043,"Baseline",68.6759738338648
"Australia",2043,"Low Capacity",45
"Australia",2043,"High Capacity",90
"Austria",2043,"Baseline",71.8900261533633
"Austria",2043,"Low Capacity",45
"Austria",2043,"High Capacity",90
"Belgium",2043,"Baseline",73.2548605610748
"Belgium",2043,"Low Capacity",45
"Belgium",2043,"High Capacity",90
"Bolivia",2043,"Baseline",59.282962962963
"Bolivia",2043,"Low Capacity",45
"Bolivia",2043,"High Capacity",90
"Brazil",2043,"Baseline",48.4002018558217
"Brazil",2043,"Low Capacity",45
"Brazil",2043,"High Capacity",90
"Canada",2043,"Baseline",80.0832013922788
"Canada",2043,"Low Capacity",45
"Canada",2043,"High Capacity",90
"Chile",2043,"Baseline",66.5496158392435
"Chile",2043,"Low Capacity",45
"Chile",2043,"High Capacity",90
"China",2043,"Baseline",57.1489002485433
"China",2043,"Low Capacity",45
"China",2043,"High Capacity",90
"Colombia",2043,"Baseline",56.4497612243016
"Colombia",2043,"Low Capacity",45
"Colombia",2043,"High Capacity",90
"Czechia",2043,"Baseline",70.2204309656824
"Czechia",2043,"Low Capacity",45
"Czechia",2043,"High Capacity",90
"Denmark",2043,"Baseline",73.6670596711862
"Denmark",2043,"Low Capacity",45
"Denmark",2043,"High Capacity",90
"Eastern Europe/Central Asia",2043,"Baseline",73.0066413050487
"Eastern Europe/Central Asia",2043,"Low Capacity",45
"Eastern Europe/Central Asia",2043,"High Capacity",90
"Egypt",2043,"Baseline",69.0582375478927
"Egypt",2043,"Low Capacity",45
"Egypt",2043,"High Capacity",90
"Ethiopia",2043,"Baseline",58.3735294117647
"Ethiopia",2043,"Low Capacity",45
"Ethiopia",2043,"High Capacity",90
"Finland",2043,"Baseline",74.1119996496453
"Finland",2043,"Low Capacity",45
"Finland",2043,"High Capacity",90
"France",2043,"Baseline",57.8118241624981
"France",2043,"Low Capacity",45
"France",2043,"High Capacity",90
"Germany",2043,"Baseline",72.0540909761545
"Germany",2043,"Low Capacity",45
"Germany",2043,"High Capacity",90
"Greece",2043,"Baseline",64.8040218270008
"Greece",2043,"Low Capacity",45
"Greece",2043,"High Capacity",90
"Hungary",2043,"Baseline",66.7082368609774
"Hungary",2043,"Low Capacity",45
"Hungary",2043,"High Capacity",90
"India",2043,"Baseline",33.7464546968929
"India",2043,"Low Capacity",45
"India",2043,"High Capacity",90
"Indonesia",2043,"Baseline",51.361985933142
"Indonesia",2043,"Low Capacity",45
"Indonesia",2043,"High Capacity",90
"Iran",2043,"Baseline",66.8747598146794
"Iran",2043,"Low Capacity",45
"Iran",2043,"High Capacity",90
"Ireland",2043,"Baseline",70.7407131192161
"Ireland",2043,"Low Capacity",45
"Ireland",2043,"High Capacity",90
"Israel",2043,"Baseline",68.819495314728
"Israel",2043,"Low Capacity",45
"Israel",2043,"High Capacity",90
"Italy",2043,"Baseline",56.5289894671783
"Italy",2043,"Low Capacity",45
"Italy",2043,"High Capacity",90
"Japan",2043,"Baseline",52.5765466816648
"Japan",2043,"Low Capacity",45
"Japan",2043,"High Capacity",90
"Kenya",2043,"Baseline",41.7029748283753
"Kenya",2043,"Low Capacity",45
"Kenya",2043,"High Capacity",90
"Malaysia",2043,"Baseline",66.1869198670891
"Malaysia",2043,"Low Capacity",45
"Malaysia",2043,"High Capacity",90
"Mexico",2043,"Baseline",66.3715422222222
"Mexico",2043,"Low Capacity",45
"Mexico",2043,"High Capacity",90
"Morocco",2043,"Baseline",47.8910769230769
"Morocco",2043,"Low Capacity",45
"Morocco",2043,"High Capacity",90
"Netherlands",2043,"Baseline",70.2790739559975
"Netherlands",2043,"Low Capacity",45
"Netherlands",2043,"High Capacity",90
"New Zealand",2043,"Baseline",71.8295861642989
"New Zealand",2043,"Low Capacity",45
"New Zealand",2043,"High Capacity",90
"Nigeria",2043,"Baseline",58.1087719298245
"Nigeria",2043,"Low Capacity",45
"Nigeria",2043,"High Capacity",90
"Norway",2043,"Baseline",72.929133721794
"Norway",2043,"Low Capacity",45
"Norway",2043,"High Capacity",90
"Pakistan",2043,"Baseline",45.6427536231884
"Pakistan",2043,"Low Capacity",45
"Pakistan",2043,"High Capacity",90
"Peru",2043,"Baseline",64.9736342042755
"Peru",2043,"Low Capacity",45
"Peru",2043,"High Capacity",90
"Philippines",2043,"Baseline",61.9099099099099
"Philippines",2043,"Low Capacity",45
"Philippines",2043,"High Capacity",90
"Poland",2043,"Baseline",69.8442119550464
"Poland",2043,"Low Capacity",45
"Poland",2043,"High Capacity",90
"Portugal",2043,"Baseline",66.3848155792874
"Portugal",2043,"Low Capacity",45
"Portugal",2043,"High Capacity",90
"Rest of EU",2043,"Baseline",68.4072204674668
"Rest of EU",2043,"Low Capacity",45
"Rest of EU",2043,"High Capacity",90
"Rest of Middle East/Africa",2043,"Baseline",66.8747598146794
"Rest of Middle East/Africa",2043,"Low Capacity",45
"Rest of Middle East/Africa",2043,"High Capacity",90
"Rest of South America",2043,"Baseline",62.65970280846
"Rest of South America",2043,"Low Capacity",45
"Rest of South America",2043,"High Capacity",90
"Rest of South Asia/Oceania",2043,"Baseline",68.9418850202429
"Rest of South Asia/Oceania",2043,"Low Capacity",45
"Rest of South Asia/Oceania",2043,"High Capacity",90
"Romania",2043,"Baseline",55.5785688005887
"Romania",2043,"Low Capacity",45
"Romania",2043,"High Capacity",90
"Russia",2043,"Baseline",58.3134666955017
"Russia",2043,"Low Capacity",45
"Russia",2043,"High Capacity",90
"Saudi Arabia",2043,"Baseline",90.8918686052773
"Saudi Arabia",2043,"Low Capacity",45
"Saudi Arabia",2043,"High Capacity",90
"Singapore",2043,"Baseline",67.5081697525807
"Singapore",2043,"Low Capacity",45
"Singapore",2043,"High Capacity",90
"Slovakia",2043,"Baseline",72.2436394271272
"Slovakia",2043,"Low Capacity",45
"Slovakia",2043,"High Capacity",90
"South Africa",2043,"Baseline",77.3991678224688
"South Africa",2043,"Low Capacity",45
"South Africa",2043,"High Capacity",90
"South Korea",2043,"Baseline",68.2738313128486
"South Korea",2043,"Low Capacity",45
"South Korea",2043,"High Capacity",90
"Spain",2043,"Baseline",65.8674816903183
"Spain",2043,"Low Capacity",45
"Spain",2043,"High Capacity",90
"Sweden",2043,"Baseline",74.1467913472337
"Sweden",2043,"Low Capacity",45
"Sweden",2043,"High Capacity",90
"Switzerland",2043,"Baseline",71.2739332558526
"Switzerland",2043,"Low Capacity",45
"Switzerland",2043,"High Capacity",90
"Thailand",2043,"Baseline",59.1096653187645
"Thailand",2043,"Low Capacity",45
"Thailand",2043,"High Capacity",90
"Turkey",2043,"Baseline",69.232699754363
"Turkey",2043,"Low Capacity",45
"Turkey",2043,"High Capacity",90
"United Arab Emirates",2043,"Baseline",82.3589372266225
"United Arab Emirates",2043,"Low Capacity",45
"United Arab Emirates",2043,"High Capacity",90
"United Kingdom",2043,"Baseline",70.6342010422866
"United Kingdom",2043,"Low Capacity",45
"United Kingdom",2043,"High Capacity",90
"United States",2043,"Baseline",87.0557473819442
"United States",2043,"Low Capacity",45
"United States",2043,"High Capacity",90
"Uruguay",2043,"Baseline",53.4092373424482
"Uruguay",2043,"Low Capacity",45
"Uruguay",2043,"High Capacity",90
"Venezuela",2043,"Baseline",62.65970280846
"Venezuela",2043,"Low Capacity",45
"Venezuela",2043,"High Capacity",90
"Vietnam",2043,"Baseline",52.3028665707267
"Vietnam",2043,"Low Capacity",45
"Vietnam",2043,"High Capacity",90
"Western Europe non EU",2043,"Baseline",71.0232039131764
"Western Europe non EU",2043,"Low Capacity",45
"Western Europe non EU",2043,"High Capacity",90
"Algeria",2044,"Baseline",76.9666666666667
"Algeria",2044,"Low Capacity",45
"Algeria",2044,"High Capacity",90
"Argentina",2044,"Baseline",44.7060941828255
"Argentina",2044,"Low Capacity",45
"Argentina",2044,"High Capacity",90
"Australia",2044,"Baseline",68.6759738338648
"Australia",2044,"Low Capacity",45
"Australia",2044,"High Capacity",90
"Austria",2044,"Baseline",71.8900261533633
"Austria",2044,"Low Capacity",45
"Austria",2044,"High Capacity",90
"Belgium",2044,"Baseline",73.2548605610748
"Belgium",2044,"Low Capacity",45
"Belgium",2044,"High Capacity",90
"Bolivia",2044,"Baseline",59.282962962963
"Bolivia",2044,"Low Capacity",45
"Bolivia",2044,"High Capacity",90
"Brazil",2044,"Baseline",48.4002018558217
"Brazil",2044,"Low Capacity",45
"Brazil",2044,"High Capacity",90
"Canada",2044,"Baseline",80.0832013922788
"Canada",2044,"Low Capacity",45
"Canada",2044,"High Capacity",90
"Chile",2044,"Baseline",66.5496158392435
"Chile",2044,"Low Capacity",45
"Chile",2044,"High Capacity",90
"China",2044,"Baseline",57.1489002485433
"China",2044,"Low Capacity",45
"China",2044,"High Capacity",90
"Colombia",2044,"Baseline",56.4497612243016
"Colombia",2044,"Low Capacity",45
"Colombia",2044,"High Capacity",90
"Czechia",2044,"Baseline",70.2204309656824
"Czechia",2044,"Low Capacity",45
"Czechia",2044,"High Capacity",90
"Denmark",2044,"Baseline",73.6670596711862
"Denmark",2044,"Low Capacity",45
"Denmark",2044,"High Capacity",90
"Eastern Europe/Central Asia",2044,"Baseline",73.0066413050487
"Eastern Europe/Central Asia",2044,"Low Capacity",45
"Eastern Europe/Central Asia",2044,"High Capacity",90
"Egypt",2044,"Baseline",69.0582375478927
"Egypt",2044,"Low Capacity",45
"Egypt",2044,"High Capacity",90
"Ethiopia",2044,"Baseline",58.3735294117647
"Ethiopia",2044,"Low Capacity",45
"Ethiopia",2044,"High Capacity",90
"Finland",2044,"Baseline",74.1119996496453
"Finland",2044,"Low Capacity",45
"Finland",2044,"High Capacity",90
"France",2044,"Baseline",57.8118241624981
"France",2044,"Low Capacity",45
"France",2044,"High Capacity",90
"Germany",2044,"Baseline",72.0540909761545
"Germany",2044,"Low Capacity",45
"Germany",2044,"High Capacity",90
"Greece",2044,"Baseline",64.8040218270008
"Greece",2044,"Low Capacity",45
"Greece",2044,"High Capacity",90
"Hungary",2044,"Baseline",66.7082368609774
"Hungary",2044,"Low Capacity",45
"Hungary",2044,"High Capacity",90
"India",2044,"Baseline",33.7464546968929
"India",2044,"Low Capacity",45
"India",2044,"High Capacity",90
"Indonesia",2044,"Baseline",51.361985933142
"Indonesia",2044,"Low Capacity",45
"Indonesia",2044,"High Capacity",90
"Iran",2044,"Baseline",66.8747598146794
"Iran",2044,"Low Capacity",45
"Iran",2044,"High Capacity",90
"Ireland",2044,"Baseline",70.7407131192161
"Ireland",2044,"Low Capacity",45
"Ireland",2044,"High Capacity",90
"Israel",2044,"Baseline",68.819495314728
"Israel",2044,"Low Capacity",45
"Israel",2044,"High Capacity",90
"Italy",2044,"Baseline",56.5289894671783
"Italy",2044,"Low Capacity",45
"Italy",2044,"High Capacity",90
"Japan",2044,"Baseline",52.5765466816648
"Japan",2044,"Low Capacity",45
"Japan",2044,"High Capacity",90
"Kenya",2044,"Baseline",41.7029748283753
"Kenya",2044,"Low Capacity",45
"Kenya",2044,"High Capacity",90
"Malaysia",2044,"Baseline",66.1869198670891
"Malaysia",2044,"Low Capacity",45
"Malaysia",2044,"High Capacity",90
"Mexico",2044,"Baseline",66.3715422222222
"Mexico",2044,"Low Capacity",45
"Mexico",2044,"High Capacity",90
"Morocco",2044,"Baseline",47.8910769230769
"Morocco",2044,"Low Capacity",45
"Morocco",2044,"High Capacity",90
"Netherlands",2044,"Baseline",70.2790739559975
"Netherlands",2044,"Low Capacity",45
"Netherlands",2044,"High Capacity",90
"New Zealand",2044,"Baseline",71.8295861642989
"New Zealand",2044,"Low Capacity",45
"New Zealand",2044,"High Capacity",90
"Nigeria",2044,"Baseline",58.1087719298245
"Nigeria",2044,"Low Capacity",45
"Nigeria",2044,"High Capacity",90
"Norway",2044,"Baseline",72.929133721794
"Norway",2044,"Low Capacity",45
"Norway",2044,"High Capacity",90
"Pakistan",2044,"Baseline",45.6427536231884
"Pakistan",2044,"Low Capacity",45
"Pakistan",2044,"High Capacity",90
"Peru",2044,"Baseline",64.9736342042755
"Peru",2044,"Low Capacity",45
"Peru",2044,"High Capacity",90
"Philippines",2044,"Baseline",61.9099099099099
"Philippines",2044,"Low Capacity",45
"Philippines",2044,"High Capacity",90
"Poland",2044,"Baseline",69.8442119550464
"Poland",2044,"Low Capacity",45
"Poland",2044,"High Capacity",90
"Portugal",2044,"Baseline",66.3848155792874
"Portugal",2044,"Low Capacity",45
"Portugal",2044,"High Capacity",90
"Rest of EU",2044,"Baseline",68.4072204674668
"Rest of EU",2044,"Low Capacity",45
"Rest of EU",2044,"High Capacity",90
"Rest of Middle East/Africa",2044,"Baseline",66.8747598146794
"Rest of Middle East/Africa",2044,"Low Capacity",45
"Rest of Middle East/Africa",2044,"High Capacity",90
"Rest of South America",2044,"Baseline",62.65970280846
"Rest of South America",2044,"Low Capacity",45
"Rest of South America",2044,"High Capacity",90
"Rest of South Asia/Oceania",2044,"Baseline",68.9418850202429
"Rest of South Asia/Oceania",2044,"Low Capacity",45
"Rest of South Asia/Oceania",2044,"High Capacity",90
"Romania",2044,"Baseline",55.5785688005887
"Romania",2044,"Low Capacity",45
"Romania",2044,"High Capacity",90
"Russia",2044,"Baseline",58.3134666955017
"Russia",2044,"Low Capacity",45
"Russia",2044,"High Capacity",90
"Saudi Arabia",2044,"Baseline",90.8918686052773
"Saudi Arabia",2044,"Low Capacity",45
"Saudi Arabia",2044,"High Capacity",90
"Singapore",2044,"Baseline",67.5081697525807
"Singapore",2044,"Low Capacity",45
"Singapore",2044,"High Capacity",90
"Slovakia",2044,"Baseline",72.2436394271272
"Slovakia",2044,"Low Capacity",45
"Slovakia",2044,"High Capacity",90
"South Africa",2044,"Baseline",77.3991678224688
"South Africa",2044,"Low Capacity",45
"South Africa",2044,"High Capacity",90
"South Korea",2044,"Baseline",68.2738313128486
"South Korea",2044,"Low Capacity",45
"South Korea",2044,"High Capacity",90
"Spain",2044,"Baseline",65.8674816903183
"Spain",2044,"Low Capacity",45
"Spain",2044,"High Capacity",90
"Sweden",2044,"Baseline",74.1467913472337
"Sweden",2044,"Low Capacity",45
"Sweden",2044,"High Capacity",90
"Switzerland",2044,"Baseline",71.2739332558526
"Switzerland",2044,"Low Capacity",45
"Switzerland",2044,"High Capacity",90
"Thailand",2044,"Baseline",59.1096653187645
"Thailand",2044,"Low Capacity",45
"Thailand",2044,"High Capacity",90
"Turkey",2044,"Baseline",69.232699754363
"Turkey",2044,"Low Capacity",45
"Turkey",2044,"High Capacity",90
"United Arab Emirates",2044,"Baseline",82.3589372266225
"United Arab Emirates",2044,"Low Capacity",45
"United Arab Emirates",2044,"High Capacity",90
"United Kingdom",2044,"Baseline",70.6342010422866
"United Kingdom",2044,"Low Capacity",45
"United Kingdom",2044,"High Capacity",90
"United States",2044,"Baseline",87.0557473819442
"United States",2044,"Low Capacity",45
"United States",2044,"High Capacity",90
"Uruguay",2044,"Baseline",53.4092373424482
"Uruguay",2044,"Low Capacity",45
"Uruguay",2044,"High Capacity",90
"Venezuela",2044,"Baseline",62.65970280846
"Venezuela",2044,"Low Capacity",45
"Venezuela",2044,"High Capacity",90
"Vietnam",2044,"Baseline",52.3028665707267
"Vietnam",2044,"Low Capacity",45
"Vietnam",2044,"High Capacity",90
"Western Europe non EU",2044,"Baseline",71.0232039131764
"Western Europe non EU",2044,"Low Capacity",45
"Western Europe non EU",2044,"High Capacity",90
"Algeria",2045,"Baseline",76.9666666666667
"Algeria",2045,"Low Capacity",45
"Algeria",2045,"High Capacity",90
"Argentina",2045,"Baseline",44.7060941828255
"Argentina",2045,"Low Capacity",45
"Argentina",2045,"High Capacity",90
"Australia",2045,"Baseline",68.6759738338648
"Australia",2045,"Low Capacity",45
"Australia",2045,"High Capacity",90
"Austria",2045,"Baseline",71.8900261533633
"Austria",2045,"Low Capacity",45
"Austria",2045,"High Capacity",90
"Belgium",2045,"Baseline",73.2548605610748
"Belgium",2045,"Low Capacity",45
"Belgium",2045,"High Capacity",90
"Bolivia",2045,"Baseline",59.282962962963
"Bolivia",2045,"Low Capacity",45
"Bolivia",2045,"High Capacity",90
"Brazil",2045,"Baseline",48.4002018558217
"Brazil",2045,"Low Capacity",45
"Brazil",2045,"High Capacity",90
"Canada",2045,"Baseline",80.0832013922788
"Canada",2045,"Low Capacity",45
"Canada",2045,"High Capacity",90
"Chile",2045,"Baseline",66.5496158392435
"Chile",2045,"Low Capacity",45
"Chile",2045,"High Capacity",90
"China",2045,"Baseline",57.1489002485433
"China",2045,"Low Capacity",45
"China",2045,"High Capacity",90
"Colombia",2045,"Baseline",56.4497612243016
"Colombia",2045,"Low Capacity",45
"Colombia",2045,"High Capacity",90
"Czechia",2045,"Baseline",70.2204309656824
"Czechia",2045,"Low Capacity",45
"Czechia",2045,"High Capacity",90
"Denmark",2045,"Baseline",73.6670596711862
"Denmark",2045,"Low Capacity",45
"Denmark",2045,"High Capacity",90
"Eastern Europe/Central Asia",2045,"Baseline",73.0066413050487
"Eastern Europe/Central Asia",2045,"Low Capacity",45
"Eastern Europe/Central Asia",2045,"High Capacity",90
"Egypt",2045,"Baseline",69.0582375478927
"Egypt",2045,"Low Capacity",45
"Egypt",2045,"High Capacity",90
"Ethiopia",2045,"Baseline",58.3735294117647
"Ethiopia",2045,"Low Capacity",45
"Ethiopia",2045,"High Capacity",90
"Finland",2045,"Baseline",74.1119996496453
"Finland",2045,"Low Capacity",45
"Finland",2045,"High Capacity",90
"France",2045,"Baseline",57.8118241624981
"France",2045,"Low Capacity",45
"France",2045,"High Capacity",90
"Germany",2045,"Baseline",72.0540909761545
"Germany",2045,"Low Capacity",45
"Germany",2045,"High Capacity",90
"Greece",2045,"Baseline",64.8040218270008
"Greece",2045,"Low Capacity",45
"Greece",2045,"High Capacity",90
"Hungary",2045,"Baseline",66.7082368609774
"Hungary",2045,"Low Capacity",45
"Hungary",2045,"High Capacity",90
"India",2045,"Baseline",33.7464546968929
"India",2045,"Low Capacity",45
"India",2045,"High Capacity",90
"Indonesia",2045,"Baseline",51.361985933142
"Indonesia",2045,"Low Capacity",45
"Indonesia",2045,"High Capacity",90
"Iran",2045,"Baseline",66.8747598146794
"Iran",2045,"Low Capacity",45
"Iran",2045,"High Capacity",90
"Ireland",2045,"Baseline",70.7407131192161
"Ireland",2045,"Low Capacity",45
"Ireland",2045,"High Capacity",90
"Israel",2045,"Baseline",68.819495314728
"Israel",2045,"Low Capacity",45
"Israel",2045,"High Capacity",90
"Italy",2045,"Baseline",56.5289894671783
"Italy",2045,"Low Capacity",45
"Italy",2045,"High Capacity",90
"Japan",2045,"Baseline",52.5765466816648
"Japan",2045,"Low Capacity",45
"Japan",2045,"High Capacity",90
"Kenya",2045,"Baseline",41.7029748283753
"Kenya",2045,"Low Capacity",45
"Kenya",2045,"High Capacity",90
"Malaysia",2045,"Baseline",66.1869198670891
"Malaysia",2045,"Low Capacity",45
"Malaysia",2045,"High Capacity",90
"Mexico",2045,"Baseline",66.3715422222222
"Mexico",2045,"Low Capacity",45
"Mexico",2045,"High Capacity",90
"Morocco",2045,"Baseline",47.8910769230769
"Morocco",2045,"Low Capacity",45
"Morocco",2045,"High Capacity",90
"Netherlands",2045,"Baseline",70.2790739559975
"Netherlands",2045,"Low Capacity",45
"Netherlands",2045,"High Capacity",90
"New Zealand",2045,"Baseline",71.8295861642989
"New Zealand",2045,"Low Capacity",45
"New Zealand",2045,"High Capacity",90
"Nigeria",2045,"Baseline",58.1087719298245
"Nigeria",2045,"Low Capacity",45
"Nigeria",2045,"High Capacity",90
"Norway",2045,"Baseline",72.929133721794
"Norway",2045,"Low Capacity",45
"Norway",2045,"High Capacity",90
"Pakistan",2045,"Baseline",45.6427536231884
"Pakistan",2045,"Low Capacity",45
"Pakistan",2045,"High Capacity",90
"Peru",2045,"Baseline",64.9736342042755
"Peru",2045,"Low Capacity",45
"Peru",2045,"High Capacity",90
"Philippines",2045,"Baseline",61.9099099099099
"Philippines",2045,"Low Capacity",45
"Philippines",2045,"High Capacity",90
"Poland",2045,"Baseline",69.8442119550464
"Poland",2045,"Low Capacity",45
"Poland",2045,"High Capacity",90
"Portugal",2045,"Baseline",66.3848155792874
"Portugal",2045,"Low Capacity",45
"Portugal",2045,"High Capacity",90
"Rest of EU",2045,"Baseline",68.4072204674668
"Rest of EU",2045,"Low Capacity",45
"Rest of EU",2045,"High Capacity",90
"Rest of Middle East/Africa",2045,"Baseline",66.8747598146794
"Rest of Middle East/Africa",2045,"Low Capacity",45
"Rest of Middle East/Africa",2045,"High Capacity",90
"Rest of South America",2045,"Baseline",62.65970280846
"Rest of South America",2045,"Low Capacity",45
"Rest of South America",2045,"High Capacity",90
"Rest of South Asia/Oceania",2045,"Baseline",68.9418850202429
"Rest of South Asia/Oceania",2045,"Low Capacity",45
"Rest of South Asia/Oceania",2045,"High Capacity",90
"Romania",2045,"Baseline",55.5785688005887
"Romania",2045,"Low Capacity",45
"Romania",2045,"High Capacity",90
"Russia",2045,"Baseline",58.3134666955017
"Russia",2045,"Low Capacity",45
"Russia",2045,"High Capacity",90
"Saudi Arabia",2045,"Baseline",90.8918686052773
"Saudi Arabia",2045,"Low Capacity",45
"Saudi Arabia",2045,"High Capacity",90
"Singapore",2045,"Baseline",67.5081697525807
"Singapore",2045,"Low Capacity",45
"Singapore",2045,"High Capacity",90
"Slovakia",2045,"Baseline",72.2436394271272
"Slovakia",2045,"Low Capacity",45
"Slovakia",2045,"High Capacity",90
"South Africa",2045,"Baseline",77.3991678224688
"South Africa",2045,"Low Capacity",45
"South Africa",2045,"High Capacity",90
"South Korea",2045,"Baseline",68.2738313128486
"South Korea",2045,"Low Capacity",45
"South Korea",2045,"High Capacity",90
"Spain",2045,"Baseline",65.8674816903183
"Spain",2045,"Low Capacity",45
"Spain",2045,"High Capacity",90
"Sweden",2045,"Baseline",74.1467913472337
"Sweden",2045,"Low Capacity",45
"Sweden",2045,"High Capacity",90
"Switzerland",2045,"Baseline",71.2739332558526
"Switzerland",2045,"Low Capacity",45
"Switzerland",2045,"High Capacity",90
"Thailand",2045,"Baseline",59.1096653187645
"Thailand",2045,"Low Capacity",45
"Thailand",2045,"High Capacity",90
"Turkey",2045,"Baseline",69.232699754363
"Turkey",2045,"Low Capacity",45
"Turkey",2045,"High Capacity",90
"United Arab Emirates",2045,"Baseline",82.3589372266225
"United Arab Emirates",2045,"Low Capacity",45
"United Arab Emirates",2045,"High Capacity",90
"United Kingdom",2045,"Baseline",70.6342010422866
"United Kingdom",2045,"Low Capacity",45
"United Kingdom",2045,"High Capacity",90
"United States",2045,"Baseline",87.0557473819442
"United States",2045,"Low Capacity",45
"United States",2045,"High Capacity",90
"Uruguay",2045,"Baseline",53.4092373424482
"Uruguay",2045,"Low Capacity",45
"Uruguay",2045,"High Capacity",90
"Venezuela",2045,"Baseline",62.65970280846
"Venezuela",2045,"Low Capacity",45
"Venezuela",2045,"High Capacity",90
"Vietnam",2045,"Baseline",52.3028665707267
"Vietnam",2045,"Low Capacity",45
"Vietnam",2045,"High Capacity",90
"Western Europe non EU",2045,"Baseline",71.0232039131764
"Western Europe non EU",2045,"Low Capacity",45
"Western Europe non EU",2045,"High Capacity",90
"Algeria",2046,"Baseline",76.9666666666667
"Algeria",2046,"Low Capacity",45
"Algeria",2046,"High Capacity",90
"Argentina",2046,"Baseline",44.7060941828255
"Argentina",2046,"Low Capacity",45
"Argentina",2046,"High Capacity",90
"Australia",2046,"Baseline",68.6759738338648
"Australia",2046,"Low Capacity",45
"Australia",2046,"High Capacity",90
"Austria",2046,"Baseline",71.8900261533633
"Austria",2046,"Low Capacity",45
"Austria",2046,"High Capacity",90
"Belgium",2046,"Baseline",73.2548605610748
"Belgium",2046,"Low Capacity",45
"Belgium",2046,"High Capacity",90
"Bolivia",2046,"Baseline",59.282962962963
"Bolivia",2046,"Low Capacity",45
"Bolivia",2046,"High Capacity",90
"Brazil",2046,"Baseline",48.4002018558217
"Brazil",2046,"Low Capacity",45
"Brazil",2046,"High Capacity",90
"Canada",2046,"Baseline",80.0832013922788
"Canada",2046,"Low Capacity",45
"Canada",2046,"High Capacity",90
"Chile",2046,"Baseline",66.5496158392435
"Chile",2046,"Low Capacity",45
"Chile",2046,"High Capacity",90
"China",2046,"Baseline",57.1489002485433
"China",2046,"Low Capacity",45
"China",2046,"High Capacity",90
"Colombia",2046,"Baseline",56.4497612243016
"Colombia",2046,"Low Capacity",45
"Colombia",2046,"High Capacity",90
"Czechia",2046,"Baseline",70.2204309656824
"Czechia",2046,"Low Capacity",45
"Czechia",2046,"High Capacity",90
"Denmark",2046,"Baseline",73.6670596711862
"Denmark",2046,"Low Capacity",45
"Denmark",2046,"High Capacity",90
"Eastern Europe/Central Asia",2046,"Baseline",73.0066413050487
"Eastern Europe/Central Asia",2046,"Low Capacity",45
"Eastern Europe/Central Asia",2046,"High Capacity",90
"Egypt",2046,"Baseline",69.0582375478927
"Egypt",2046,"Low Capacity",45
"Egypt",2046,"High Capacity",90
"Ethiopia",2046,"Baseline",58.3735294117647
"Ethiopia",2046,"Low Capacity",45
"Ethiopia",2046,"High Capacity",90
"Finland",2046,"Baseline",74.1119996496453
"Finland",2046,"Low Capacity",45
"Finland",2046,"High Capacity",90
"France",2046,"Baseline",57.8118241624981
"France",2046,"Low Capacity",45
"France",2046,"High Capacity",90
"Germany",2046,"Baseline",72.0540909761545
"Germany",2046,"Low Capacity",45
"Germany",2046,"High Capacity",90
"Greece",2046,"Baseline",64.8040218270008
"Greece",2046,"Low Capacity",45
"Greece",2046,"High Capacity",90
"Hungary",2046,"Baseline",66.7082368609774
"Hungary",2046,"Low Capacity",45
"Hungary",2046,"High Capacity",90
"India",2046,"Baseline",33.7464546968929
"India",2046,"Low Capacity",45
"India",2046,"High Capacity",90
"Indonesia",2046,"Baseline",51.361985933142
"Indonesia",2046,"Low Capacity",45
"Indonesia",2046,"High Capacity",90
"Iran",2046,"Baseline",66.8747598146794
"Iran",2046,"Low Capacity",45
"Iran",2046,"High Capacity",90
"Ireland",2046,"Baseline",70.7407131192161
"Ireland",2046,"Low Capacity",45
"Ireland",2046,"High Capacity",90
